,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
1156,11505954,Female,71,1,47,1,1-2 Year,No,59066,26,250
1157,11505955,Male,39,1,28,1,1-2 Year,No,48570,26,136
1158,11505956,Female,22,1,15,1,< 1 Year,No,29087,152,268
1159,11505957,Male,54,1,19,0,1-2 Year,Yes,32712,26,220
1160,11505958,Male,65,1,28,1,1-2 Year,No,58590,30,249
1161,11505959,Male,47,1,29,1,1-2 Year,No,2630,157,178
1162,11505960,Female,29,1,45,1,< 1 Year,No,23889,152,219
1163,11505961,Male,63,1,28,1,1-2 Year,No,61289,26,106
1164,11505962,Male,67,1,15,1,1-2 Year,No,2630,124,236
1165,11505963,Female,49,1,43,0,1-2 Year,Yes,40550,124,269
1166,11505964,Male,50,1,8,0,1-2 Year,Yes,36403,124,89
1167,11505965,Male,22,1,50,0,< 1 Year,Yes,30635,152,241
1168,11505966,Male,46,1,8,0,1-2 Year,Yes,38165,124,118
1169,11505967,Female,29,1,36,1,1-2 Year,No,41189,124,252
1170,11505968,Female,21,1,8,0,< 1 Year,Yes,36788,160,144
1171,11505969,Female,48,1,29,0,1-2 Year,Yes,38892,124,81
1172,11505970,Male,69,1,46,1,1-2 Year,No,2630,25,74
1173,11505971,Female,56,1,28,0,1-2 Year,Yes,53922,122,231
1174,11505972,Male,20,1,15,0,< 1 Year,Yes,29501,160,94
1175,11505973,Female,37,1,28,0,1-2 Year,Yes,45428,122,238
1176,11505974,Female,65,1,28,0,1-2 Year,Yes,2630,124,216
1177,11505975,Male,53,1,25,0,1-2 Year,Yes,2630,124,226
1178,11505976,Male,34,1,32,0,1-2 Year,Yes,25961,26,114
1179,11505977,Female,25,1,6,1,< 1 Year,No,24344,152,172
1180,11505978,Male,21,1,8,1,< 1 Year,No,56880,152,96
1181,11505979,Male,55,1,28,0,1-2 Year,Yes,54860,26,273
1182,11505980,Female,40,1,28,1,1-2 Year,No,34756,122,198
1183,11505981,Female,40,1,46,0,1-2 Year,Yes,2630,156,248
1184,11505982,Male,57,1,28,0,1-2 Year,Yes,35308,26,81
1185,11505983,Female,25,1,21,1,< 1 Year,No,26377,152,118
1186,11505984,Male,57,1,46,1,1-2 Year,No,25450,26,247
1187,11505985,Male,45,1,28,0,> 2 Years,Yes,52484,26,193
1188,11505986,Male,75,1,28,0,1-2 Year,Yes,35608,122,222
1189,11505987,Female,22,1,28,1,< 1 Year,No,51822,152,296
1190,11505988,Female,55,1,28,0,1-2 Year,Yes,43137,52,240
1191,11505989,Male,43,1,8,0,1-2 Year,No,33642,26,101
1192,11505990,Female,23,1,43,1,< 1 Year,No,39228,152,131
1193,11505991,Female,23,1,29,1,< 1 Year,No,40351,152,163
1194,11505992,Male,40,1,41,0,1-2 Year,Yes,45803,52,83
1195,11505993,Male,23,1,15,0,1-2 Year,Yes,2630,26,21
1196,11505994,Male,31,1,48,0,1-2 Year,Yes,2630,124,249
1197,11505995,Male,51,1,28,1,1-2 Year,No,33192,124,288
1198,11505996,Female,51,1,46,1,1-2 Year,No,25991,26,211
1199,11505997,Male,29,1,41,1,< 1 Year,No,28707,152,83
1200,11505998,Female,25,1,36,0,< 1 Year,No,29360,152,255
1201,11505999,Male,23,1,8,1,< 1 Year,No,32649,152,116
1202,11506000,Female,30,1,21,0,1-2 Year,Yes,2630,157,209
1203,11506001,Male,32,1,21,1,1-2 Year,Yes,2630,154,101
1204,11506002,Female,57,1,28,0,1-2 Year,Yes,35683,26,160
1205,11506003,Female,42,1,28,1,1-2 Year,No,32106,26,135
1206,11506004,Female,65,1,39,0,1-2 Year,Yes,31557,124,177
1207,11506005,Male,20,1,13,0,< 1 Year,Yes,28960,160,265
1208,11506006,Male,59,1,28,0,> 2 Years,Yes,42020,124,285
1209,11506007,Male,65,1,29,0,1-2 Year,Yes,33132,26,148
1210,11506008,Female,30,1,8,0,< 1 Year,Yes,38857,152,234
1211,11506009,Male,50,1,32,1,1-2 Year,No,2630,26,211
1212,11506010,Female,23,1,10,0,< 1 Year,No,2630,152,21
1213,11506011,Male,26,1,50,1,< 1 Year,No,34158,152,198
1214,11506012,Female,25,1,37,1,< 1 Year,No,28248,152,34
1215,11506013,Female,62,1,28,0,1-2 Year,Yes,31817,124,253
1216,11506014,Female,48,1,8,1,1-2 Year,No,45244,26,115
1217,11506015,Female,24,1,18,1,< 1 Year,No,35145,152,56
1218,11506016,Male,30,1,8,1,< 1 Year,No,37530,152,244
1219,11506017,Female,24,1,3,1,< 1 Year,No,20245,152,107
1220,11506018,Male,21,1,8,0,< 1 Year,Yes,52294,152,63
1221,11506019,Female,49,1,45,1,1-2 Year,No,2630,124,296
1222,11506020,Female,54,1,41,1,1-2 Year,No,2630,124,185
1223,11506021,Male,42,1,28,0,1-2 Year,Yes,36573,124,130
1224,11506022,Female,25,1,8,0,< 1 Year,Yes,27110,156,37
1225,11506023,Female,38,1,28,1,1-2 Year,No,53957,152,152
1226,11506024,Male,23,1,2,1,< 1 Year,No,25100,152,244
1227,11506025,Male,20,1,45,0,< 1 Year,Yes,20778,160,53
1228,11506026,Female,36,1,29,1,1-2 Year,No,28428,135,140
1229,11506027,Male,55,1,26,1,1-2 Year,No,32215,26,241
1230,11506028,Female,32,1,35,1,< 1 Year,No,2630,160,188
1231,11506029,Male,44,1,30,1,1-2 Year,No,2630,160,27
1232,11506030,Male,42,1,28,0,1-2 Year,Yes,29587,124,91
1233,11506031,Male,21,1,8,0,< 1 Year,Yes,48477,160,26
1234,11506032,Female,40,1,46,0,1-2 Year,Yes,2630,124,136
1235,11506033,Female,77,1,28,0,1-2 Year,Yes,50367,24,248
1236,11506034,Male,57,1,38,0,1-2 Year,Yes,32438,26,252
1237,11506035,Male,53,1,28,0,1-2 Year,Yes,39488,26,210
1238,11506036,Female,51,1,28,1,1-2 Year,No,37134,26,45
1239,11506037,Male,27,1,29,1,< 1 Year,No,28383,152,209
1240,11506038,Male,50,1,47,0,1-2 Year,Yes,44287,26,38
1241,11506039,Male,50,1,47,0,1-2 Year,Yes,31206,124,194
1242,11506040,Female,27,1,18,1,< 1 Year,No,32790,152,189
1243,11506041,Female,28,1,30,1,< 1 Year,No,29348,152,149
1244,11506042,Male,38,1,28,0,1-2 Year,Yes,35827,124,213
1245,11506043,Female,27,1,41,1,< 1 Year,No,28945,152,279
1246,11506044,Male,22,1,39,1,< 1 Year,No,23989,152,86
1247,11506045,Male,46,1,14,0,1-2 Year,No,2630,156,215
1248,11506046,Female,25,1,37,0,< 1 Year,Yes,26308,152,110
1249,11506047,Female,57,1,28,0,1-2 Year,Yes,52895,26,270
1250,11506048,Female,63,1,35,0,1-2 Year,Yes,2630,124,221
1251,11506049,Female,48,1,46,0,> 2 Years,Yes,2630,154,118
1252,11506050,Male,59,1,30,0,> 2 Years,Yes,2630,26,186
1253,11506051,Male,70,1,28,1,1-2 Year,No,36208,124,233
1254,11506052,Male,44,1,50,0,1-2 Year,Yes,38136,124,128
1255,11506053,Female,24,1,47,0,< 1 Year,Yes,40441,26,296
1256,11506054,Male,64,1,15,0,1-2 Year,Yes,35185,26,57
1257,11506055,Male,53,1,28,0,1-2 Year,Yes,2630,55,231
1258,11506056,Male,44,1,41,0,1-2 Year,Yes,32662,154,123
1259,11506057,Male,66,1,8,0,> 2 Years,Yes,39743,26,84
1260,11506058,Female,32,1,28,0,< 1 Year,Yes,36848,124,114
1261,11506059,Male,41,1,45,0,1-2 Year,Yes,44637,124,10
1262,11506060,Female,45,1,41,0,1-2 Year,Yes,29333,124,202
1263,11506061,Female,38,1,30,1,1-2 Year,No,2630,124,71
1264,11506062,Male,29,1,17,1,< 1 Year,No,64561,152,90
1265,11506063,Female,56,1,28,0,> 2 Years,Yes,45488,124,232
1266,11506064,Female,27,1,41,1,< 1 Year,No,35354,152,128
1267,11506065,Male,46,1,28,0,1-2 Year,Yes,51796,124,168
1268,11506066,Female,38,1,28,0,1-2 Year,No,2630,26,167
1269,11506067,Male,23,1,34,1,< 1 Year,No,2630,160,98
1270,11506068,Male,56,1,28,0,1-2 Year,Yes,51520,124,186
1271,11506069,Male,29,1,28,0,1-2 Year,Yes,40394,157,220
1272,11506070,Male,22,1,26,0,< 1 Year,Yes,29017,152,186
1273,11506071,Male,37,1,14,0,1-2 Year,Yes,2630,124,146
1274,11506072,Female,46,1,11,0,1-2 Year,Yes,24862,26,105
1275,11506073,Male,27,1,28,1,< 1 Year,No,76684,152,234
1276,11506074,Male,27,1,26,1,< 1 Year,No,2630,160,240
1277,11506075,Female,66,1,28,0,> 2 Years,Yes,2630,3,279
1278,11506076,Male,68,1,28,0,1-2 Year,Yes,54481,122,131
1279,11506077,Female,24,1,41,0,< 1 Year,Yes,39079,124,272
1280,11506078,Male,21,1,28,0,< 1 Year,Yes,63906,124,207
1281,11506079,Male,42,1,28,0,1-2 Year,Yes,30900,124,104
1282,11506080,Female,39,1,12,0,1-2 Year,Yes,29245,26,128
1283,11506081,Female,23,1,45,1,< 1 Year,No,30172,152,38
1284,11506082,Male,35,1,46,0,1-2 Year,No,27719,26,240
1285,11506083,Female,51,1,47,0,1-2 Year,Yes,28219,124,118
1286,11506084,Male,23,1,8,1,< 1 Year,No,35914,152,250
1287,11506085,Male,69,0,45,0,1-2 Year,No,24662,26,266
1288,11506086,Male,59,1,46,0,1-2 Year,Yes,29679,124,199
1289,11506087,Female,73,1,28,0,> 2 Years,Yes,34386,157,71
1290,11506088,Female,66,1,28,0,1-2 Year,Yes,57008,122,211
1291,11506089,Male,23,1,21,0,< 1 Year,Yes,31251,152,231
1292,11506090,Female,23,1,19,0,< 1 Year,Yes,36974,124,146
1293,11506091,Female,37,1,39,0,1-2 Year,Yes,2630,124,70
1294,11506092,Male,38,1,12,0,1-2 Year,No,2630,26,297
1295,11506093,Female,69,1,50,1,1-2 Year,No,31367,8,184
1296,11506094,Female,22,1,8,0,< 1 Year,Yes,38486,152,77
1297,11506095,Female,27,1,11,0,< 1 Year,No,2630,152,268
1298,11506096,Female,27,1,35,1,< 1 Year,No,37759,152,250
1299,11506097,Female,23,1,8,1,< 1 Year,No,35869,152,249
1300,11506098,Female,43,1,28,0,1-2 Year,Yes,32011,26,274
1301,11506099,Male,27,1,50,1,< 1 Year,No,23694,152,45
1302,11506100,Female,22,1,15,0,< 1 Year,Yes,44193,152,226
1303,11506101,Female,46,1,28,0,1-2 Year,Yes,51167,26,178
1304,11506102,Female,24,1,45,1,< 1 Year,No,28800,152,80
1305,11506103,Female,58,1,28,0,1-2 Year,Yes,35173,116,270
1306,11506104,Male,75,1,26,1,1-2 Year,No,45665,120,121
1307,11506105,Male,57,1,28,0,> 2 Years,Yes,29235,60,272
1308,11506106,Female,35,1,48,0,1-2 Year,Yes,2630,52,125
1309,11506107,Female,31,1,21,0,< 1 Year,Yes,2630,160,281
1310,11506108,Female,20,1,30,0,< 1 Year,Yes,28041,160,93
1311,11506109,Male,29,1,29,1,< 1 Year,No,2630,152,108
1312,11506110,Male,70,1,39,1,1-2 Year,No,54621,26,152
1313,11506111,Female,29,1,28,1,1-2 Year,No,25554,13,169
1314,11506112,Male,39,1,28,0,1-2 Year,Yes,53824,124,90
1315,11506113,Male,73,1,2,1,1-2 Year,No,34438,124,81
1316,11506114,Female,65,1,8,1,1-2 Year,No,48196,124,102
1317,11506115,Female,23,1,9,1,< 1 Year,No,23357,152,74
1318,11506116,Male,22,1,50,1,< 1 Year,No,40264,152,56
1319,11506117,Female,26,1,46,1,< 1 Year,No,25984,152,216
1320,11506118,Female,50,1,45,1,1-2 Year,No,30950,26,217
1321,11506119,Female,25,1,21,0,< 1 Year,Yes,26340,152,228
1322,11506120,Female,20,1,46,1,< 1 Year,No,35357,160,254
1323,11506121,Female,22,1,12,1,< 1 Year,No,30586,152,197
1324,11506122,Male,24,1,41,1,< 1 Year,No,31859,152,213
1325,11506123,Male,35,1,41,1,1-2 Year,No,30203,124,288
1326,11506124,Female,52,1,28,1,1-2 Year,No,37307,124,187
1327,11506125,Male,69,1,28,0,1-2 Year,Yes,49323,30,101
1328,11506126,Male,24,1,41,0,< 1 Year,Yes,33286,152,196
1329,11506127,Male,42,1,46,0,> 2 Years,Yes,28172,148,15
1330,11506128,Male,47,1,28,0,1-2 Year,Yes,51436,124,157
1331,11506129,Female,22,1,10,0,< 1 Year,Yes,22166,152,228
1332,11506130,Female,22,1,28,0,< 1 Year,Yes,34910,124,172
1333,11506131,Female,74,1,28,1,1-2 Year,No,43978,26,42
1334,11506132,Female,23,1,8,0,< 1 Year,Yes,33318,152,168
1335,11506133,Male,64,1,46,0,1-2 Year,Yes,27550,26,160
1336,11506134,Male,59,1,28,0,1-2 Year,Yes,32459,26,79
1337,11506135,Female,25,1,36,0,< 1 Year,Yes,34977,152,126
1338,11506136,Male,38,1,3,1,1-2 Year,No,37603,124,197
1339,11506137,Female,21,1,33,1,< 1 Year,No,25014,152,161
1340,11506138,Female,23,1,30,1,< 1 Year,No,24781,152,96
1341,11506139,Female,23,1,32,0,< 1 Year,No,28929,152,33
1342,11506140,Female,21,1,44,1,< 1 Year,No,27087,152,77
1343,11506141,Female,37,1,28,1,1-2 Year,No,57875,152,228
1344,11506142,Female,32,1,28,1,< 1 Year,No,50607,152,203
1345,11506143,Female,39,1,29,0,1-2 Year,Yes,38115,124,264
1346,11506144,Female,36,1,36,0,1-2 Year,Yes,2630,155,277
1347,11506145,Female,77,1,46,1,1-2 Year,No,27267,124,284
1348,11506146,Female,24,1,38,1,< 1 Year,No,31368,152,140
1349,11506147,Male,30,1,45,0,1-2 Year,Yes,2630,157,107
1350,11506148,Female,21,1,30,1,< 1 Year,No,2630,1,153
1351,11506149,Male,20,1,46,0,1-2 Year,No,2630,156,159
1352,11506150,Female,24,1,8,0,< 1 Year,Yes,46433,152,296
1353,11506151,Female,45,1,28,1,1-2 Year,No,2630,26,290
1354,11506152,Male,27,1,3,1,< 1 Year,Yes,2630,157,113
1355,11506153,Male,26,1,49,1,< 1 Year,No,22765,152,59
1356,11506154,Female,22,1,33,0,< 1 Year,Yes,57386,152,158
1357,11506155,Male,27,1,41,1,< 1 Year,No,25453,152,146
1358,11506156,Male,23,1,16,1,< 1 Year,No,23768,152,198
1359,11506157,Male,49,1,20,1,1-2 Year,No,2630,26,72
1360,11506158,Male,22,1,30,1,< 1 Year,No,24846,152,107
1361,11506159,Male,28,1,28,1,< 1 Year,No,87921,152,145
1362,11506160,Female,47,1,28,1,1-2 Year,No,48105,124,56
1363,11506161,Male,60,1,23,1,1-2 Year,No,31534,26,152
1364,11506162,Male,57,1,28,0,1-2 Year,Yes,79353,31,262
1365,11506163,Female,22,1,47,1,< 1 Year,No,34343,152,272
1366,11506164,Female,25,1,28,0,< 1 Year,Yes,38352,152,178
1367,11506165,Female,43,1,36,0,1-2 Year,Yes,29397,26,200
1368,11506166,Male,27,1,37,1,< 1 Year,No,24884,152,85
1369,11506167,Male,41,1,28,0,1-2 Year,Yes,43739,163,219
1370,11506168,Male,55,1,28,1,1-2 Year,No,34009,26,267
1371,11506169,Male,38,1,8,1,1-2 Year,No,31196,124,69
1372,11506170,Female,56,1,37,0,1-2 Year,Yes,2630,160,63
1373,11506171,Male,42,1,1,1,1-2 Year,No,2630,124,203
1374,11506172,Male,22,1,37,0,< 1 Year,Yes,34000,152,260
1375,11506173,Female,48,1,28,0,1-2 Year,Yes,40997,26,194
1376,11506174,Male,73,1,28,0,1-2 Year,Yes,35255,124,211
1377,11506175,Male,28,1,41,1,< 1 Year,No,52298,152,124
1378,11506176,Male,39,1,40,0,1-2 Year,Yes,2630,157,252
1379,11506177,Female,39,1,0,0,1-2 Year,Yes,2630,122,220
1380,11506178,Male,23,1,45,1,1-2 Year,Yes,38071,156,74
1381,11506179,Male,34,1,46,0,1-2 Year,Yes,27042,124,64
1382,11506180,Female,21,1,5,0,< 1 Year,Yes,36568,160,100
1383,11506181,Female,30,1,30,1,< 1 Year,No,31081,152,253
1384,11506182,Female,52,1,23,1,1-2 Year,No,2630,26,250
1385,11506183,Male,28,1,8,1,< 1 Year,No,39418,152,248
1386,11506184,Female,23,1,8,0,< 1 Year,Yes,64463,152,77
1387,11506185,Female,25,1,8,1,< 1 Year,No,25651,152,74
1388,11506186,Female,43,1,32,0,1-2 Year,Yes,31908,124,21
1389,11506187,Female,29,1,41,1,< 1 Year,No,24486,152,194
1390,11506188,Male,61,1,28,0,1-2 Year,Yes,47769,156,160
1391,11506189,Male,40,1,8,0,1-2 Year,Yes,2630,26,41
1392,11506190,Male,34,1,30,1,1-2 Year,No,24461,152,259
1393,11506191,Male,24,1,28,1,< 1 Year,No,39235,152,180
1394,11506192,Male,46,1,28,0,1-2 Year,Yes,38759,26,43
1395,11506193,Female,24,1,8,0,< 1 Year,Yes,43712,152,210
1396,11506194,Female,34,1,36,1,1-2 Year,No,35710,152,292
1397,11506195,Female,41,1,28,1,1-2 Year,No,47383,26,112
1398,11506196,Female,48,1,28,1,1-2 Year,No,33222,124,266
1399,11506197,Female,25,1,6,1,< 1 Year,No,29892,152,176
1400,11506198,Female,25,1,33,1,< 1 Year,No,31663,152,118
1401,11506199,Female,20,1,15,0,< 1 Year,Yes,27235,160,224
1402,11506200,Male,43,1,24,0,1-2 Year,Yes,2630,124,228
1403,11506201,Female,28,1,8,1,< 1 Year,No,48712,152,184
1404,11506202,Male,31,1,46,0,1-2 Year,Yes,30301,124,35
1405,11506203,Male,20,1,8,1,< 1 Year,Yes,45966,160,122
1406,11506204,Female,21,1,41,1,< 1 Year,Yes,63925,152,194
1407,11506205,Female,26,1,37,1,< 1 Year,No,30155,152,81
1408,11506206,Male,58,1,28,0,1-2 Year,Yes,34264,124,191
1409,11506207,Female,38,1,28,0,1-2 Year,Yes,44624,124,186
1410,11506208,Male,45,1,41,0,1-2 Year,Yes,31073,163,126
1411,11506209,Male,66,1,8,1,1-2 Year,No,65941,7,121
1412,11506210,Male,44,1,28,0,1-2 Year,Yes,2630,154,46
1413,11506211,Male,51,1,11,0,1-2 Year,Yes,2630,26,146
1414,11506212,Male,37,1,28,0,1-2 Year,Yes,38441,124,298
1415,11506213,Male,22,1,28,1,< 1 Year,No,58541,152,58
1416,11506214,Female,27,1,15,0,< 1 Year,Yes,34234,152,53
1417,11506215,Male,23,1,28,0,1-2 Year,Yes,2630,156,160
1418,11506216,Female,43,1,28,0,1-2 Year,Yes,57475,122,252
1419,11506217,Female,47,1,28,0,> 2 Years,Yes,33923,124,157
1420,11506218,Female,52,1,12,0,1-2 Year,Yes,2630,156,131
1421,11506219,Female,25,1,8,1,< 1 Year,No,42659,152,292
1422,11506220,Male,70,1,30,0,1-2 Year,Yes,2630,152,249
1423,11506221,Female,20,1,34,0,< 1 Year,Yes,38992,160,68
1424,11506222,Female,23,1,2,1,< 1 Year,No,39276,152,280
1425,11506223,Female,32,1,28,1,< 1 Year,No,2630,124,70
1426,11506224,Female,25,1,3,1,< 1 Year,Yes,25759,152,125
1427,11506225,Male,54,1,41,0,1-2 Year,Yes,40951,109,68
1428,11506226,Male,52,1,41,0,1-2 Year,Yes,28275,124,81
1429,11506227,Male,25,1,10,1,< 1 Year,No,32886,152,236
1430,11506228,Female,36,1,3,0,1-2 Year,Yes,2630,124,84
1431,11506229,Male,40,1,39,0,1-2 Year,Yes,2630,157,275
1432,11506230,Female,60,1,28,0,1-2 Year,Yes,27891,26,103
1433,11506231,Male,22,1,46,1,< 1 Year,No,43714,152,290
1434,11506232,Female,61,1,30,1,1-2 Year,No,26186,152,99
1435,11506233,Female,25,1,41,1,< 1 Year,No,23781,152,91
1436,11506234,Male,43,1,28,0,1-2 Year,Yes,35144,26,294
1437,11506235,Female,29,1,3,1,< 1 Year,No,28239,152,89
1438,11506236,Male,23,1,25,0,< 1 Year,Yes,2630,152,61
1439,11506237,Male,29,1,28,0,< 1 Year,Yes,49871,124,274
1440,11506238,Male,65,1,28,0,1-2 Year,Yes,35668,122,162
1441,11506239,Male,24,1,2,0,< 1 Year,Yes,28590,152,251
1442,11506240,Female,24,1,50,0,< 1 Year,Yes,38597,152,132
1443,11506241,Male,42,1,28,0,1-2 Year,Yes,23470,42,201
1444,11506242,Female,24,1,8,1,< 1 Year,No,35205,151,70
1445,11506243,Male,52,1,3,0,1-2 Year,Yes,2630,26,182
1446,11506244,Male,23,1,12,1,< 1 Year,No,45324,152,146
1447,11506245,Male,24,1,4,1,< 1 Year,No,28982,152,93
1448,11506246,Female,40,1,28,1,1-2 Year,No,43741,124,297
1449,11506247,Female,48,1,8,1,1-2 Year,No,51689,7,126
1450,11506248,Female,34,1,30,1,1-2 Year,No,29092,152,190
1451,11506249,Male,33,1,41,0,1-2 Year,Yes,29085,154,202
1452,11506250,Male,32,1,28,0,< 1 Year,Yes,2630,163,34
1453,11506251,Male,41,1,28,0,1-2 Year,Yes,39391,52,281
1454,11506252,Male,60,1,30,0,1-2 Year,Yes,30698,124,13
1455,11506253,Male,24,1,22,0,< 1 Year,Yes,2630,152,218
1456,11506254,Male,51,1,28,0,1-2 Year,Yes,37461,124,103
1457,11506255,Male,40,1,28,0,1-2 Year,Yes,61547,26,28
1458,11506256,Male,25,1,8,1,< 1 Year,No,24682,152,228
1459,11506257,Male,20,1,46,1,< 1 Year,No,36301,160,117
1460,11506258,Female,50,1,28,0,1-2 Year,Yes,43187,124,237
1461,11506259,Male,22,1,43,0,< 1 Year,Yes,39745,152,248
1462,11506260,Male,35,1,20,0,1-2 Year,Yes,2630,124,56
1463,11506261,Female,26,1,35,1,< 1 Year,No,27878,152,263
1464,11506262,Male,76,1,28,1,1-2 Year,No,77831,26,73
1465,11506263,Male,61,1,15,1,1-2 Year,Yes,49270,26,144
1466,11506264,Male,23,1,28,0,< 1 Year,Yes,44612,26,247
1467,11506265,Female,64,1,28,1,1-2 Year,No,64990,122,160
1468,11506266,Female,22,1,45,0,< 1 Year,Yes,27265,152,248
1469,11506267,Female,27,1,28,1,< 1 Year,No,67594,152,232
1470,11506268,Female,52,1,28,0,1-2 Year,Yes,51363,124,115
1471,11506269,Male,49,1,7,1,1-2 Year,No,2630,26,144
1472,11506270,Female,70,1,28,0,1-2 Year,No,46411,26,33
1473,11506271,Female,21,1,37,0,< 1 Year,Yes,27388,160,73
1474,11506272,Male,65,1,30,1,1-2 Year,No,2630,122,298
1475,11506273,Male,44,1,28,0,> 2 Years,Yes,49867,26,98
1476,11506274,Female,79,1,50,1,1-2 Year,No,32181,8,40
1477,11506275,Male,45,1,28,0,1-2 Year,Yes,32763,124,293
1478,11506276,Female,25,1,6,1,< 1 Year,No,29478,152,281
1479,11506277,Male,24,1,13,0,< 1 Year,Yes,30662,152,191
1480,11506278,Male,69,1,41,0,1-2 Year,Yes,2630,12,197
1481,11506279,Female,38,1,13,0,1-2 Year,Yes,21825,150,270
1482,11506280,Male,44,1,28,0,1-2 Year,No,2630,26,83
1483,11506281,Male,30,1,28,0,< 1 Year,Yes,28785,26,193
1484,11506282,Male,23,1,28,1,< 1 Year,No,66576,152,205
1485,11506283,Male,22,1,8,0,< 1 Year,Yes,34691,152,276
1486,11506284,Male,31,1,47,0,< 1 Year,Yes,35343,152,68
1487,11506285,Male,65,1,28,0,> 2 Years,Yes,51159,26,37
1488,11506286,Male,27,1,28,1,< 1 Year,No,46984,152,199
1489,11506287,Female,60,1,29,0,1-2 Year,Yes,30052,152,187
1490,11506288,Male,46,1,33,1,1-2 Year,No,2630,124,250
1491,11506289,Female,75,1,8,0,1-2 Year,No,46994,124,150
1492,11506290,Male,47,1,29,0,1-2 Year,Yes,24220,124,210
1493,11506291,Female,59,1,28,1,1-2 Year,No,40496,26,94
1494,11506292,Male,32,1,8,1,< 1 Year,No,2630,160,238
1495,11506293,Female,21,1,45,1,< 1 Year,Yes,2630,160,255
1496,11506294,Female,46,1,31,0,1-2 Year,Yes,2630,157,181
1497,11506295,Female,21,1,8,1,< 1 Year,No,43205,160,236
1498,11506296,Male,50,1,28,0,1-2 Year,Yes,30802,26,295
1499,11506297,Female,63,1,28,0,> 2 Years,Yes,46553,124,82
1500,11506298,Female,36,1,11,0,1-2 Year,Yes,2630,152,152
1501,11506299,Male,69,1,0,0,1-2 Year,Yes,2630,7,131
1502,11506300,Female,66,1,28,0,> 2 Years,Yes,40464,122,117
1503,11506301,Male,29,1,15,1,< 1 Year,No,26215,152,294
1504,11506302,Male,51,1,28,0,1-2 Year,Yes,54308,32,12
1505,11506303,Male,21,1,36,0,< 1 Year,Yes,35355,160,86
1506,11506304,Male,56,1,29,0,1-2 Year,Yes,29266,26,126
1507,11506305,Male,58,1,46,1,1-2 Year,No,38165,11,142
1508,11506306,Female,52,1,28,1,1-2 Year,No,48138,26,143
1509,11506307,Male,38,1,45,1,1-2 Year,No,24656,29,219
1510,11506308,Female,43,1,29,1,1-2 Year,No,2630,135,182
1511,11506309,Male,52,1,24,0,1-2 Year,No,31749,122,197
1512,11506310,Male,52,1,46,0,1-2 Year,Yes,2630,26,263
1513,11506311,Male,46,1,15,0,1-2 Year,Yes,2630,26,249
1514,11506312,Female,22,1,30,1,< 1 Year,No,36991,152,91
1515,11506313,Male,67,1,28,0,< 1 Year,No,2630,1,240
1516,11506314,Female,29,1,41,1,< 1 Year,No,31332,26,11
1517,11506315,Male,23,1,15,0,< 1 Year,No,2630,152,181
1518,11506316,Male,25,1,16,0,< 1 Year,Yes,23651,152,228
1519,11506317,Male,51,1,33,0,> 2 Years,Yes,31394,26,71
1520,11506318,Male,25,1,4,1,< 1 Year,No,27571,152,90
1521,11506319,Male,25,1,32,1,< 1 Year,No,29429,152,265
1522,11506320,Male,52,1,45,0,1-2 Year,Yes,2630,124,171
1523,11506321,Male,24,1,43,1,< 1 Year,No,30556,152,123
1524,11506322,Male,39,1,36,0,1-2 Year,Yes,33702,26,222
1525,11506323,Male,42,1,23,0,1-2 Year,Yes,35149,26,99
1526,11506324,Male,24,1,28,0,< 1 Year,Yes,38383,152,94
1527,11506325,Female,44,1,29,0,1-2 Year,Yes,27863,26,231
1528,11506326,Male,42,1,15,1,1-2 Year,No,35161,152,271
1529,11506327,Male,57,1,15,0,1-2 Year,Yes,27981,26,257
1530,11506328,Male,24,1,8,0,< 1 Year,Yes,32207,152,167
1531,11506329,Male,35,1,28,1,1-2 Year,No,42598,125,191
1532,11506330,Male,41,1,8,0,1-2 Year,Yes,29512,124,140
1533,11506331,Male,23,1,2,1,< 1 Year,No,40992,152,116
1534,11506332,Female,23,1,29,1,< 1 Year,No,24993,152,235
1535,11506333,Male,68,1,38,1,1-2 Year,No,45476,124,158
1536,11506334,Female,20,1,6,1,< 1 Year,Yes,2630,160,140
1537,11506335,Male,24,1,15,1,< 1 Year,No,26863,152,298
1538,11506336,Male,29,1,26,1,< 1 Year,No,34760,152,33
1539,11506337,Male,69,1,7,0,1-2 Year,Yes,2630,26,193
1540,11506338,Male,44,1,28,0,1-2 Year,Yes,52453,26,227
1541,11506339,Male,24,1,21,1,< 1 Year,No,32375,152,117
1542,11506340,Female,24,1,13,1,< 1 Year,No,32169,152,242
1543,11506341,Male,32,1,18,1,1-2 Year,No,23199,124,228
1544,11506342,Female,24,1,41,1,< 1 Year,No,46419,152,219
1545,11506343,Male,64,1,47,0,1-2 Year,Yes,38290,152,167
1546,11506344,Female,44,1,28,0,1-2 Year,Yes,34604,13,215
1547,11506345,Male,64,1,41,1,1-2 Year,No,52731,120,20
1548,11506346,Male,24,1,14,1,< 1 Year,No,28950,152,30
1549,11506347,Male,29,1,28,1,< 1 Year,No,37174,152,238
1550,11506348,Female,21,1,28,0,< 1 Year,Yes,51519,152,168
1551,11506349,Male,44,1,28,0,1-2 Year,Yes,33261,124,240
1552,11506350,Male,24,1,33,1,< 1 Year,No,32465,152,206
